,title,director,distributor,distributor_group,release_date,release_season,nation,screen,rev_nationwide,aud_nationwide,genre,rate,type,starring_actors,running_times,release_year,director_power,expert_rating,sequel,original,actor_power,before_news,after_news,holiday,dist_cat,audience_rating,rating_audiences
182,대니 콜린스,댄 포겔맨,"(주)나이너스엔터테인먼트,(주)지어소프트",D,20150930,autumn,미국,309,426338305,56515,드라마,15세이상관람가,독립/예술영화,"알 파치노,아네트 베닝,제니퍼 가너",106,2015,0,6,0,0,1004287,8,43,0,C,9.382716049,81
183,고녀석 맛나겠다2 : 함께라서 행복해,"최경석,노나카 카즈미",(주)리틀빅픽쳐스,D,20150729,summer,한국,142,384464000,55619,애니메이션,전체관람가,독립/예술영화,"엄상현,시영준,안장혁",80,2015,0,4.67,1,1,295772,25,35,0,C,8.351351351,111
184,더 랍스터,요르고스 란티모스,"(주)영화사오원,(주)브리즈픽처스",D,20151029,autumn,영국,75,457244300,55396,판타지,청소년관람불가,독립/예술영화,"콜린 파렐,레이첼 와이즈,레아 세이두",118,2015,932,7.64,0,0,4096071,20,44,0,C,8.524590164,122
185,개구리왕국,넬슨 신,예지림엔터테인먼트,D,20151112,autumn,기타,227,362895100,53576,애니메이션,전체관람가,일반영화,"벨라 손,카메론 달라스,롭 슈나이더",77,2015,0,6,0,0,0,3,11,0,C,7.314285714,35
186,이웃집에 신이 산다,자코 반 도마엘,(주)엣나인필름,D,20151224,winter,기타,73,420127300,53233,코미디,청소년관람불가,독립/예술영화,"브누와 뽀엘부르드,욜랜드 모로,까뜨린느 드뇌브",115,2015,16969,6.21,0,0,4558,16,35,0,C,7.14,200
187,더 비지트,M. 나이트 샤말란,유니버설픽쳐스인터내셔널 코리아(유),B,20151015,autumn,미국,279,403435581,52197,스릴러,15세이상관람가,일반영화,"올리비아 데종,에드 옥슨볼드",94,2015,537918,6.7,0,0,0,20,45,0,B,6.682926829,41
188,바닷마을 다이어리,고레에다 히로카즈,(주)티캐스트,B,20151217,winter,일본,67,414846984,51711,드라마,12세이상관람가,독립/예술영화,"아야세 하루카,나가사와 마사미,카호",128,2015,49287,7.02,1,0,5650,72,82,0,B,8.868965517,145
189,미안해 사랑해 고마워,전윤수,(주)쇼박스,C,20151028,autumn,한국,344,359247800,51207,드라마,15세이상관람가,일반영화,"지진희,김성균,성유리",115,2015,0,4,0,0,26739407,957,388,0,A,8.026315789,38
190,비밀,"박은경,이동하",CGV아트하우스,A,20151015,autumn,한국,305,369339300,50196,미스터리,15세이상관람가,일반영화,"성동일,손호준,김유정",102,2015,0,4.81,0,0,11902670,1371,1012,0,A,7.058823529,17
191,라스트 위치 헌터,브렉 에이즈너,TCO(주)더콘텐츠온,D,20151230,winter,미국,278,345219000,49558,액션,15세이상관람가,일반영화,"빈 디젤,로즈 레슬리,일라이저 우드",106,2015,0,4,0,0,6024066,10,40,0,C,7.407692308,130
192,스트레이트 아웃 오브 컴턴,F. 게리 그레이,유니버설픽쳐스인터내셔널 코리아(유),B,20150910,autumn,미국,185,412749800,48844,드라마,청소년관람불가,일반영화,"오셔 잭슨 주니어,코리 호킨스,제이슨 밋첼",147,2015,0,7.08,1,0,0,24,47,0,B,8.854545455,110
193,이스케이프,존 에릭 도들,(주)넥스트엔터테인먼트월드(NEW),C,20151105,autumn,미국,264,356672000,46781,액션,15세이상관람가,일반영화,"오웬 윌슨 피어스,브로스넌,레이크 벨",103,2015,0,5.83,0,0,0,17,22,0,A,8.206896552,29
194,크림슨 피크,길예르모 델 토로,유니버설픽쳐스인터내셔널 코리아(유),B,20151125,autumn,미국,255,377338400,46411,판타지,청소년관람불가,일반영화,"톰 히들스턴,제시카 차스테인,미아 와시코브스카",118,2015,2539114,6.29,0,0,3602788,19,41,0,B,7.239130435,92
195,검사외전,이일형,(주)쇼박스,C,20160203,winter,한국,1812,77252755264,9699092,범죄,15세이상관람가,일반영화,"황정민,강동원",126,2016,0,5.94,0,0,61231960,2039,1096,0,A,8.632157581,6549
196,캡틴 아메리카: 시빌 워,"안소니 루소,조 루소",월트디즈니컴퍼니코리아(주),B,20160427,spring,미국,1991,72670260827,8677032,액션,12세이상관람가,일반영화,"크리스 에반스,로버트 다우니 주니어",147,2016,7926440,7.5,1,1,43031082,651,989,0,B,8.996032112,10837
197,곡성,나홍진,이십세기폭스코리아(주),B,20160512,spring,한국,1485,55719038782,6862438,미스터리,15세이상관람가,일반영화,"곽도원,황정민,쿠니무라 준",156,2016,0,8.18,0,0,66711727,1557,2112,0,B,8.008699014,5173
198,주토피아,"바이론 하워드,리치 무어",월트디즈니컴퍼니코리아(주),B,20160217,winter,미국,661,37077444042,4703245,애니메이션,전체관람가,일반영화,"지니퍼 굿윈,제이슨 베이트먼,샤키라",108,2016,0,7.2,0,0,27189,22,260,0,B,9.311522048,703
199,아가씨,박찬욱,씨제이이앤엠(주),A,20160601,summer,한국,1171,34016141691,4142912,스릴러,청소년관람불가,일반영화,"김민희,김태리,하정우",144,2016,386200,7.68,1,0,33785146,2471,1032,0,A,7.559087205,3681
200,쿵푸팬더3,"여인영,알레산드로 칼로니",씨제이이앤엠(주),A,20160128,winter,미국,1365,31340798156,3984812,애니메이션,전체관람가,일반영화,"잭 블랙,안젤리나 졸리,더스틴 호프만",95,2016,0,6.47,0,1,198538,1004,789,0,A,8.894853348,1807
201,귀향,조정래,(주)와우픽쳐스,D,20160224,winter,한국,876,27244007990,3586346,드라마,15세이상관람가,일반영화,"강하나,최리,손숙",127,2016,28324,5.8,1,0,0,240,1479,0,C,9.521487351,3281
202,데드풀,팀 밀러,이십세기폭스코리아(주),B,20160217,winter,미국,1036,27595618651,3317196,액션,청소년관람불가,일반영화,라이언 레이놀즈,106,2016,0,6.89,1,1,3195667,202,631,0,B,8.609405363,2573
203,엑스맨: 아포칼립스,브라이언 싱어,이십세기폭스코리아(주),B,20160525,spring,미국,1262,24460838450,2937941,액션,12세이상관람가,일반영화,"제임스 맥어보이,마이클 패스벤더,제니퍼 로렌스",143,2016,5267222,7.35,1,1,16268132,289,438,0,B,8.295994328,2821
204,정글북,존 파브로,월트디즈니컴퍼니코리아(주),B,20160609,summer,미국,924,19496155566,2292929,어드벤처,12세이상관람가,일반영화,"닐 세티,빌 머레이,스칼렛 요한슨",106,2016,151833,7.02,1,0,16778310,36,115,0,B,8.672590567,1463
205,배트맨 대 슈퍼맨: 저스티스의 시작,잭 스나이더,워너브러더스 코리아(주),B,20160324,spring,미국,1709,18906246428,2256913,액션,12세이상관람가,일반영화,"헨리 카빌,벤 애플렉,에이미 아담스",151,2016,2126553,5.95,1,1,6434280,274,450,0,B,7.344339623,2120
206,레버넌트: 죽음에서 돌아온 자,알레한드로 곤잘레스 이냐리투,이십세기폭스코리아(주),B,20160114,winter,미국,967,16107288130,2007180,어드벤처,15세이상관람가,일반영화,"레오나르도 디카프리오,톰 하디,도널 글리슨",156,2016,204742,7.46,1,0,12344291,270,432,0,B,8.009656652,932
207,컨저링 2,제임스 완,워너브러더스 코리아(주),B,20160609,summer,미국,635,14074130129,1724927,공포,15세이상관람가,일반영화,"베라 파미가,패트릭 윌슨,프란카 포텐테",134,2016,6088064,6.57,1,1,5108981,58,273,0,B,8.487762238,1144
208,탐정 홍길동: 사라진 마을,조성희,씨제이이앤엠(주),A,20160504,spring,한국,764,11483686845,1426873,드라마,15세이상관람가,일반영화,"이제훈,김성균",125,2016,0,6.8,0,0,21692916,671,657,0,A,8.370217166,967
209,굿 다이노,피터 손,월트디즈니컴퍼니코리아(주),B,20160107,winter,미국,814,9753434238,1328394,애니메이션,전체관람가,일반영화,"레이몬드 오초아,제프리 라이트,프란시스 맥도맨드",101,2016,0,6.22,0,0,0,288,290,0,B,8.996168582,1305
210,셜록: 유령신부,더글라스 맥키넌,메가박스중앙(주)플러스엠,A,20160102,winter,영국,891,9992425049,1278894,범죄,12세이상관람가,일반영화,"베네딕트 컴버배치,마틴 프리먼",115,2016,0,6.5,1,0,10517580,54,398,0,A,7.442600277,1446
211,인디펜던스 데이 : 리써전스,롤랜드 에머리히,이십세기폭스코리아(주),B,20160622,summer,미국,926,10254582240,1202842,액션,12세이상관람가,일반영화,"빌 풀만,리암 헴스워스,제프 골드브럼",120,2016,337988,5.2,1,1,2792747,44,304,0,B,7.420155039,1290
212,시간이탈자,곽재용,씨제이이앤엠(주),A,20160413,spring,한국,733,9729882195,1202058,스릴러,15세이상관람가,일반영화,"임수정,조정석,이진욱",107,2016,0,4.93,0,0,29427891,1210,567,1,A,8.080204778,586
213,동주,이준익,메가박스중앙(주)플러스엠,A,20160217,winter,한국,499,8863736089,1168268,드라마,12세이상관람가,일반영화,"강하늘,박정민,김인우",110,2016,0,7.5,1,0,26573939,647,524,0,A,9.38358209,670
214,워크래프트: 전쟁의 서막,던칸 존스,유니버설픽쳐스인터내셔널 코리아(유),B,20160609,summer,미국,736,10087718005,1156727,액션,12세이상관람가,일반영화,"트래비스 핌멜,벤 포스터,폴라 패튼",122,2016,0,5.96,1,1,204718,114,329,0,B,8.683649289,1688
215,특별수사: 사형수의 편지,권종관,(주)넥스트엔터테인먼트월드(NEW),C,20160616,summer,한국,691,8774688865,1100120,범죄,15세이상관람가,일반영화,"김명민,김상호,성동일",120,2016,0,5.2,0,0,22196584,198,323,0,A,8.610481586,706
216,오빠생각,이한,(주)넥스트엔터테인먼트월드(NEW),C,20160121,winter,한국,855,8058857287,1069436,드라마,12세이상관람가,일반영화,"임시완,고아성",124,2016,1613286,5.66,1,0,19534054,1776,910,0,A,8.72,500
217,"날, 보러와요",이철하,메가박스중앙(주)플러스엠,A,20160407,spring,한국,683,8821335063,1061412,미스터리,청소년관람불가,일반영화,"강예원,이상윤,최진호",91,2016,14065,5.5,0,0,8531684,1079,446,0,A,8.307917889,682
218,갓 오브 이집트,알렉스 프로야스,"(주)시네마서비스,(주)나이너스엔터테인먼트",D,20160303,spring,미국,618,7610472624,918678,어드벤처,12세이상관람가,일반영화,"제라드 버틀러,니콜라이 코스터 왈도,브렌튼 스웨이츠",126,2016,0,3.5,0,0,3306534,23,205,0,C,8.185185185,567
219,좋아해줘,박현진,씨제이이앤엠(주),A,20160217,winter,한국,637,6572774337,848148,멜로/로맨스,12세이상관람가,일반영화,"이미연,최지우,김주혁",123,2016,0,6.4,0,0,2169529,1492,1054,0,A,8.771289538,411
220,미 비포 유,테아 샤록,워너브러더스 코리아(주),B,20160601,summer,미국,481,6639282682,820800,멜로/로맨스,12세이상관람가,일반영화,"에밀리아 클라크,샘 클라플린",110,2016,0,5,1,0,3253769,20,148,0,B,8.811320755,636
221,런던 해즈 폴른,바박 나자피,메가박스중앙(주)플러스엠,A,20160310,spring,미국,523,5908203979,731551,액션,15세이상관람가,일반영화,"제라드 버틀러,아론 에크하트,모건 프리먼",98,2016,0,4,0,1,11038008,38,110,0,A,8.8125,272
222,앵그리버드 더 무비,"퍼갈 레일리,클레이 케이티스",유니버설픽쳐스인터내셔널 코리아(유),B,20160519,spring,미국,661,5200133544,678368,애니메이션,전체관람가,일반영화,"신동엽,신용우,정영웅",97,2016,0,6,1,0,375094,100,107,0,B,8.435855263,608
223,그날의 분위기,조규장,(주)쇼박스,C,20160114,winter,한국,592,5142899612,652453,멜로/로맨스,15세이상관람가,일반영화,"문채원,유연석",103,2016,0,5.31,1,0,9185540,497,608,0,A,8.022988506,348
224,널 기다리며,모홍진,(주)넥스트엔터테인먼트월드(NEW),C,20160310,spring,한국,551,5232611336,634953,스릴러,청소년관람불가,일반영화,"심은경,윤제문,김성오",108,2016,0,5.06,1,0,14125589,357,317,0,A,7.894859813,428
225,싱 스트리트,존 카니,(주)이수C&E,B,20160519,spring,기타,494,4445416672,554784,드라마,15세이상관람가,독립/예술영화,"페리다 월시-필로,루시 보인턴,잭 레이너",106,2016,3426679,6.81,0,0,2823641,312,209,0,B,9.097664544,471
226,해어화,박흥식,롯데쇼핑㈜롯데엔터테인먼트,A,20160413,spring,한국,572,3763852759,485083,사극,15세이상관람가,일반영화,"한효주,유연석,천우희",120,2016,431310,5.62,0,0,21238922,1673,638,1,A,8.324675325,308
227,계춘할망,창,(주)콘텐츠 난다긴다,D,20160519,spring,한국,526,3565007348,477848,드라마,15세이상관람가,일반영화,"윤여정,김고은",116,2016,2841628,6.16,0,0,632878,298,426,0,C,8.732394366,355
228,"로봇, 소리",이호재,롯데쇼핑㈜롯데엔터테인먼트,A,20160127,winter,한국,609,3519595560,476665,드라마,12세이상관람가,일반영화,"이성민,이희준,이하늬",117,2016,22166,6.58,0,0,19402553,1566,535,0,A,8.542372881,354
229,빅쇼트,아담 맥케이,롯데쇼핑㈜롯데엔터테인먼트,A,20160121,winter,미국,489,3622268707,446664,드라마,청소년관람불가,일반영화,"크리스찬 베일,스티브 카렐,라이언 고슬링",130,2016,0,7.29,1,0,2697210,49,172,0,A,7.81300813,246
230,헌츠맨: 윈터스 워,세딕 니콜라스 트로얀,유니버설픽쳐스인터내셔널 코리아(유),B,20160413,spring,미국,557,3544262706,445009,액션,12세이상관람가,일반영화,"크리스 헴스워스,샤를리즈 테론,에밀리 블런트",113,2016,0,4.95,1,1,23121816,37,160,1,B,7.586956522,368
231,나를 잊지 말아요,이윤정,씨제이이앤엠(주),A,20160107,winter,한국,559,3398915000,425799,멜로/로맨스,15세이상관람가,일반영화,"정우성,김하늘",106,2016,0,4.36,0,0,12150105,1464,1329,0,A,6.639037433,374
232,나의 소녀시대,프랭키 첸,오드,D,20160512,spring,기타,176,3288673300,405792,멜로/로맨스,15세이상관람가,독립/예술영화,"송운화,왕대륙,이옥새",134,2016,0,6.8,0,0,0,41,131,0,C,10,1
233,클로버필드 10번지,댄 트라첸버그,롯데쇼핑㈜롯데엔터테인먼트,A,20160407,spring,미국,575,2922834655,356976,미스터리,15세이상관람가,일반영화,"메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어",103,2016,0,7.17,1,1,1634631,26,133,0,A,7.333333333,291
234,캐롤,토드 헤인즈,CGV아트하우스,A,20160204,winter,미국,221,2589982616,313164,드라마,청소년관람불가,독립/예술영화,"케이트 블란쳇,루니 마라,카일 챈들러",118,2016,0,8.96,1,0,7948502,57,217,0,A,8.706161137,422
235,위대한 소원,남대중,(주)넥스트엔터테인먼트월드(NEW),C,20160421,spring,한국,524,2438260213,308180,코미디,15세이상관람가,일반영화,"류덕환,김동영,안재홍",93,2016,0,5,0,0,9289183,742,222,0,A,8.296610169,236
236,스포트라이트,토마스 맥카시,(주)팝엔터테인먼트,D,20160224,winter,미국,320,2388867755,297726,드라마,15세이상관람가,일반영화,"마크 러팔로,레이첼 맥아담스,마이클 키튼",129,2016,40366,7.94,1,0,22858508,57,672,0,C,8.78807947,151
237,구스범스,롭 레터맨,유니버설픽쳐스인터내셔널 코리아(유),B,20160114,winter,미국,515,2221639712,297356,액션,12세이상관람가,일반영화,"잭 블랙,딜런 미네트,오데야 러쉬",103,2016,0,6.5,1,0,113906,21,85,0,B,8.482758621,203
238,포인트 브레이크,에릭슨 코어,"(주)시네마서비스,(주)나이너스엔터테인먼트",D,20160107,winter,미국,409,2323707051,294320,범죄,15세이상관람가,일반영화,"루크 브레이시,에드가 라미레즈,테레사 팔머",114,2016,0,4,1,0,1547940,16,41,0,C,8.375,208
239,앨빈과 슈퍼밴드: 악동 어드벤처,월트 벡커,이십세기폭스코리아(주),B,20160204,winter,미국,380,2101036200,289645,애니메이션,전체관람가,일반영화,"저스틴 롱,제이슨 리,매튜 그레이 구블러",92,2016,0,3.5,1,0,1,16,122,0,B,8.422360248,322
240,극장판 안녕 자두야,손석우,씨제이이앤엠(주),A,20160504,spring,한국,523,2124832300,278914,애니메이션,전체관람가,일반영화,"여민정,양정화",75,2016,0,0,1,0,72540,31,103,0,A,8.120155039,516
241,굿바이 싱글,김태곤,(주)쇼박스,C,20160629,summer,한국,841,1755649500,256035,코미디,15세이상관람가,일반영화,"김혜수,마동석,김현수",119,2016,3289,5.97,0,0,35418169,298,646,0,A,8.427209705,1154
242,비밀은 없다,이경미,씨제이이앤엠(주),A,20160623,summer,한국,502,1919317539,236971,스릴러,청소년관람불가,일반영화,"손예진,김주혁",102,2016,0,6.96,0,0,12582572,940,385,0,A,6.494773519,287
243,사냥,이우철,롯데쇼핑㈜롯데엔터테인먼트,A,20160629,summer,한국,696,1517501200,234746,액션,15세이상관람가,일반영화,"안성기,조진웅,한예리",93,2016,0,5.05,0,0,58999928,1694,887,0,A,5.964285714,616
244,닌자터틀 : 어둠의 히어로,데이브 그린,롯데쇼핑㈜롯데엔터테인먼트,A,20160616,summer,미국,517,1928455000,234539,액션,12세이상관람가,일반영화,"메간 폭스,스티븐 아멜,로라 리니",112,2016,19142,5,1,1,400329,36,80,0,A,7.897163121,282
245,순정,이은희,(주)리틀빅픽쳐스,D,20160224,winter,한국,467,1643792033,229059,드라마,12세이상관람가,일반영화,"디오,김소현,연준석",113,2016,0,5.5,1,0,10141,1182,449,0,C,9.085714286,175
246,독수리 에디,덱스터 플레처,이십세기폭스코리아(주),B,20160407,spring,미국,528,1699642120,214003,드라마,12세이상관람가,일반영화,"태런 에저튼,휴 잭맨,크리스토퍼 월켄",106,2016,26990,6.75,1,0,12458755,41,110,0,B,8.947136564,227
247,남과 여,이윤기,(주)쇼박스,C,20160225,winter,한국,449,1651122533,203775,멜로/로맨스,청소년관람불가,일반영화,"전도연,공유",115,2016,0,6,0,0,4784870,1252,268,0,A,7.878612717,173
248,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,하시모토 마사카즈,(주)넥스트엔터테인먼트월드(NEW),C,20160107,winter,일본,350,1472866700,202538,애니메이션,전체관람가,일반영화,"야지마 아키코,후지와라 케이지,나라하시 미키",104,2016,83289,0,1,1,0,5,20,0,A,8.905172414,232
249,글로리데이,최정열,(주)엣나인필름,D,20160324,spring,한국,494,1484010868,189047,드라마,15세이상관람가,독립/예술영화,"지수,수호,류준열",93,2016,0,5.75,0,0,472568,1293,417,0,C,8.285714286,168
250,부활,케빈 레이놀즈,유니버설픽쳐스인터내셔널 코리아(유),B,20160317,spring,미국,120,1240599600,175146,드라마,12세이상관람가,일반영화,"조셉 파인즈,톰 펠튼,클리프 커티스",107,2016,0,6,1,0,105507,121,165,0,B,9.053571429,112
251,조이,데이빗 O. 러셀,이십세기폭스코리아(주),B,20160310,spring,미국,405,1372216200,171577,코미디,12세이상관람가,일반영화,"제니퍼 로렌스,브래들리 쿠퍼,로버트 드 니로",124,2016,286363,6.17,1,0,13119131,156,170,0,B,7.834355828,163
252,대배우,석민우,"(주)대명문화공장,(주)리틀빅픽쳐스",D,20160330,spring,한국,474,1245426228,169855,코미디,12세이상관람가,일반영화,"오달수,윤제문,이경영",108,2016,0,5.54,0,0,127803815,650,333,0,C,7.553719008,121
253,매직브러시,쯔씽 쫑,(주)영화사 빅,D,20160504,spring,기타,460,1269463800,169257,애니메이션,전체관람가,독립/예술영화,"김서영,김경희,박상훈",80,2016,0,5,1,0,7073275,32,67,0,C,7.788732394,284
254,미스컨덕트,시모사와 신타로,"(주)박수엔터테인먼트,㈜코리아스크린",D,20160330,spring,미국,470,1133511038,148512,범죄,15세이상관람가,일반영화,"알 파치노,안소니 홉킨스,조쉬 더하멜",105,2016,0,3.67,0,0,9098205,34,138,0,C,6.344444444,90
255,레전드 오브 타잔,데이빗 예이츠,워너브러더스 코리아(주),B,20160629,summer,미국,593,1057174400,146338,액션,12세이상관람가,일반영화,"알렉산더 스카스가드,사무엘 L. 잭슨,마고 로비",109,2016,0,5.25,1,0,22999657,32,264,0,B,8.108219178,730
256,13시간,마이클 베이,롯데쇼핑㈜롯데엔터테인먼트,A,20160303,spring,미국,380,1160889514,144827,액션,15세이상관람가,일반영화,"존 크래신스키,제임스 뱃지 데일,맥스 마티니",144,2016,2823641,5.5,1,0,17549,18,55,0,A,8.658227848,79
257,극장판 아이엠스타 : 꿈의 오디션!,키무라 류이치,씨제이이앤엠(주),A,20160211,winter,일본,254,1045638100,141025,애니메이션,전체관람가,일반영화,"정혜원,이용신,김채하",89,2016,0,0,1,0,20175,1,41,0,A,0,0
258,제 5침공,J 블레이크슨,유니버설픽쳐스인터내셔널 코리아(유),B,20160225,winter,미국,312,1041049900,135874,액션,12세이상관람가,일반영화,"클로이 모레츠,닉 로빈슨,알렉스 로",112,2016,0,0,1,0,182405,11,37,0,B,6.350574713,174
259,대니쉬 걸,톰 후퍼,유니버설픽쳐스인터내셔널 코리아(유),B,20160217,winter,미국,246,1074763884,134029,드라마,청소년관람불가,독립/예술영화,"에디 레드메인,알리시아 비칸데르,앰버 허드",119,2016,0,6.97,1,0,428678,36,80,0,B,8.899497487,199
260,극장판 꼬마버스 타요의 에이스 구출작전,류정우,(주)아이코닉스,C,20160121,winter,한국,200,896765500,133736,애니메이션,전체관람가,일반영화,"문남숙,정혜옥,최하나",48,2016,0,0,1,0,24810,8,18,0,C,9.111111111,18
261,헤이트풀8,쿠엔틴 타란티노,(주)누리픽쳐스,D,20160107,winter,미국,167,996168400,120352,액션,청소년관람불가,독립/예술영화,"사무엘 L. 잭슨,커트 러셀,제니퍼 제이슨 리",167,2016,260144,8.5,0,0,23039567,35,150,0,C,8.166666667,6
262,최강전사 미니특공대: 영웅의 탄생,이영준,(주)삼지애니메이션,D,20160204,winter,한국,349,866704200,115704,애니메이션,전체관람가,일반영화,-,68,2016,154342,0,1,0,0,3,40,0,C,8.469387755,196
263,다이노소어 어드벤처 : 백악기 공룡대백과,"닐 나이팅게일,베리 쿡,앤드류 코헨","(주)박수엔터테인먼트,(주)애니플러스",D,20160504,spring,영국,325,852031000,111902,다큐멘터리,전체관람가,독립/예술영화,-,84,2016,1014328,5,0,0,0,13,34,0,C,7.244131455,213
264,다이버전트 시리즈: 얼리전트,로베르트 슈벤트케,씨네그루(주)키다리이엔티,B,20160512,spring,미국,393,818823545,103542,액션,12세이상관람가,일반영화,"쉐일린 우들리,테오 제임스,마일즈 텔러",121,2016,384122,4.5,1,1,2859040,16,53,0,B,8.335766423,137
265,무서운 이야기 3 : 화성에서 온 소녀,"백승빈,김선,김곡,민규동",롯데쇼핑㈜롯데엔터테인먼트,A,20160601,summer,한국,317,760730500,94926,공포,15세이상관람가,일반영화,"임슬옹,경수진,박정민",94,2016,1642539,6,0,1,7446460,452,92,0,A,5.647058824,136
266,일사각오,"권혁만,고문안",파이오니아21,D,20160317,spring,한국,51,670010000,92821,드라마,12세이상관람가,일반영화,"이지형,설지윤,최원",115,2016,20868,0,1,0,2330813,6,19,0,C,9.6,5
267,크리미널,아리엘 브로멘,(주)영화사 빅,D,20160622,summer,영국,351,723939881,90577,액션,15세이상관람가,독립/예술영화,"라이언 레이놀즈,케빈 코스트너,게리 올드만",111,2016,10842,4,0,0,9902766,31,54,0,C,8.395348837,86
268,유스,파올로 소렌티노,그린나래미디어(주),D,20160107,winter,기타,65,661767600,85166,드라마,15세이상관람가,독립/예술영화,"마이클 케인,하비 케이틀,레이첼 와이즈",124,2016,28915,7.34,1,0,8953443,30,120,0,C,8.533333333,105
269,오베라는 남자,하네스 홀름,"(주)싸이더스,(주)디스테이션",D,20160525,spring,기타,255,650784888,82210,드라마,12세이상관람가,독립/예술영화,"롤프 라스가드,바하르 파르스,필립 버그",116,2016,0,6.86,1,0,0,17,43,0,C,9.130952381,84
270,다이노X 탐험대,이동희,(주)이수C&E,B,20160504,spring,한국,348,634339900,82148,애니메이션,전체관람가,독립/예술영화,"정준하,하하",70,2016,0,0,0,0,0,28,46,0,B,7.15483871,310
271,오 마이 그랜파,댄 마저,판씨네마(주),D,20160317,spring,미국,396,632806532,79701,코미디,청소년관람불가,일반영화,"로버트 드 니로,잭 에프론,줄리안 허프",100,2016,6312,4.65,0,0,3988214,22,84,0,C,8.201754386,114
272,룸,레니 에이브러햄슨,(주)영화사 빅,D,20160303,spring,기타,333,621606700,78253,드라마,15세이상관람가,독립/예술영화,"브리 라슨,제이콥 트렘블레이,조안 알렌",118,2016,52460,7.53,1,0,0,634,331,0,C,9.143835616,146
273,엽기적인 그녀 2,조근식,(주)리틀빅픽쳐스,D,20160512,spring,한국,387,588233900,76321,멜로/로맨스,15세이상관람가,일반영화,"차태현,빅토리아",99,2016,0,3.5,1,1,1159787,445,204,0,C,5.87037037,54
274,본 투 비 블루,로버트 뷔드로,그린나래미디어(주),D,20160609,summer,기타,147,598992000,74977,드라마,청소년관람불가,독립/예술영화,"에단 호크,카르멘 에조고,칼럼 키스 레니",97,2016,0,7.13,0,0,286737,20,51,0,C,8.595505618,89
275,번개맨,조근현,씨네그루(주)키다리이엔티,B,20160211,winter,한국,393,516736500,69303,판타지,전체관람가,일반영화,"정현진,루나",72,2016,0,5.5,1,0,3065632,33,53,0,B,7.152941176,170
276,스티브 잡스,대니 보일,유니버설픽쳐스인터내셔널 코리아(유),B,20160121,winter,미국,384,535351276,68815,드라마,12세이상관람가,일반영화,"마이클 패스벤더,케이트 윈슬렛,세스 로건",122,2016,0,6.4,1,0,5262351,84,99,0,B,7.865853659,82
277,레터스 투 갓,데이빗 닉슨,(주)모멘텀엔터테인먼트,D,20160225,winter,미국,119,430338300,65887,드라마,전체관람가,독립/예술영화,"태너 맥과이어,제프리 존슨,로빈 리블리",114,2016,0,3,1,0,0,29,19,0,C,9.3,10
278,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,다라 오코넬,와이드 릴리즈(주),D,20160225,winter,영국,155,361596000,60977,애니메이션,전체관람가,독립/예술영화,"하성용,정재헌,엄상현(페이소,트래커 목소리)",58,2016,0,0,1,1,24356832,2,1,0,C,7.775862069,232
279,트럼보,제이 로치,"그린나래미디어(주),(주)프레인글로벌",D,20160407,spring,미국,310,462652100,58784,드라마,15세이상관람가,독립/예술영화,"브라이언 크랜스톤,다이안 레인,헬렌 미렌",124,2016,0,7.6,1,0,8133898,25,54,0,C,8.641025641,39
280,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,다라 오코넬,와이드 릴리즈(주),D,20160602,summer,영국,162,340299000,56866,애니메이션,전체관람가,독립/예술영화,"하성용,정재헌,엄상현",68,2016,0,0,1,1,25150865,1,8,0,C,8.451612903,155
281,극장판 프랭키와 친구들: 생명의 나무,박정오,예지림엔터테인먼트,D,20160413,spring,한국,258,408723600,56476,애니메이션,전체관람가,일반영화,"이소은,안영미,김민정",72,2016,0,0,1,0,1680236,5,11,1,C,8.782608696,69
282,더 보이,윌리엄 브렌트 벨,(주)리틀빅픽쳐스,D,20160601,summer,미국,186,440944821,55765,공포,15세이상관람가,독립/예술영화,"로렌 코핸,루퍼트 에반스",97,2016,54,5.17,0,0,0,68,155,0,C,7.66,100
283,드레스메이커,조셀린 무어하우스,(주)리틀빅픽쳐스,D,20160211,winter,기타,176,440059500,55330,드라마,15세이상관람가,독립/예술영화,"케이트 윈슬렛,주디 데이비스,리암 헴스워스",118,2016,0,6.4,1,0,3502015,14,62,0,C,8,1
284,파라노말 액티비티: 더 고스트 디멘션,그레고리 플로킨,(주)박수엔터테인먼트,D,20160421,spring,미국,353,454055200,54972,미스터리,15세이상관람가,일반영화,"크리스 J. 머레이,브릿 쇼,아이비 조지",88,2016,0,3,0,1,0,11,23,0,C,6.55,40
285,잡아야 산다,오인천,오퍼스픽쳐스(유),D,20160107,winter,한국,219,410361400,54450,코미디,15세이상관람가,일반영화,"김승우,김정태,혁",96,2016,480709,3,0,0,15403931,640,311,0,C,6.977777778,45
286,부산행,연상호,(주)넥스트엔터테인먼트월드(NEW),C,20160720,summer,한국,1788,93175877048,11565078,액션,15세이상관람가,일반영화,"공유,정유미,마동석",118,2016,21864,7.1,0,1,33789421,2559,2453,0,A,8.546636279,11847
